ID,Airport,City,Country,Code
3896,Husein Sastranegara,Bandung,Indonesia,BDO
3897,Penggung,Cirebon,Indonesia,CBN
3898,Adi Sutjipto,Yogyakarta,Indonesia,JOG
3899,Tunggul Wulung,Cilacap,Indonesia,CXP
3900,Pondok Cabe,Jakarta,Indonesia,PCB
3901,Achmad Yani,Semarang,Indonesia,SRG
3903,Hang Nadim,Batam,Indonesia,BTH
3904,H As Hanandjoeddin,Tanjung Pandan,Indonesia,TJQ
3905,Depati Amir,Pangkal Pinang,Indonesia,PGK
3906,Kijang,Tanjung Pinang,Indonesia,TNJ
3907,Dabo,Singkep,Indonesia,SIQ
3908,Syamsudin Noor,Banjarmasin,Indonesia,BDJ
3910,Iskandar,Pangkalan Bun,Indonesia,PKN
3911,Tjilik Riwut,Palangkaraya,Indonesia,PKY
3913,Wai Oti,Maumere,Indonesia,MOF
3914,H Hasan Aroeboesman,Ende,Indonesia,ENE
3915,Satar Tacik,Ruteng,Indonesia,RTG
3916,El Tari,Kupang,Indonesia,KOE
3917,Mutiara Ii,Labuhan Bajo,Indonesia,LBJ
3919,Sepinggan,Balikpapan,Indonesia,BPN
3920,Juwata,Taraken,Indonesia,TRK
3921,Temindung,Samarinda,Indonesia,SRI
3923,Selaparang,Mataram,Indonesia,AMI
3924,Muhammad Salahuddin,Bima,Indonesia,BMU
3927,Mau Hau,Waingapu,Indonesia,WGP
3928,Juanda,Surabaya,Indonesia,SUB
3929,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,SOC
3931,Chiang Mai Intl,Chiang Mai,Thailand,CNX
3932,Chiang Rai Intl,Chiang Rai,Thailand,CEI
3933,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,NST
3940,Bali Ngurah Rai,Denpasar,Indonesia,DPS
3935,Nakhon Ratchasima,Nakhon Ratchasima,Thailand,NAK
3936,Nakhon Phanom,Nakhon Phanom,Thailand,KOP
3937,Ubon Ratchathani,Ubon Ratchathani,Thailand,UBP
3938,Khon Kaen,Khon Kaen,Thailand,KKC
3939,Sukhothai,Sukhothai,Thailand,THS
3941,Eleftherios Venizelos Intl,Athens,Greece,ATH
3942,Chubu Centrair Intl,Nagoya,Japan,NGO
3943,Kobe,Kobe,Japan,UKB
3952,Liepaja Intl,Liepaja,Latvia,LPX
3953,Riga Intl,Riga,Latvia,RIX
3954,Siauliai Intl,Siauliai,Lithuania,SQQ
3955,Barysiai,Barysiai,Lithuania,HLJ
3956,Kaunas Intl,Kaunas,Lithuania,KUN
3958,Palanga Intl,Palanga,Lithuania,PLQ
3959,Vilnius Intl,Vilnius,Lithuania,VNO
3960,Pajuostis,Panevezys,Lithuania,PNV
3964,Zvartnots,Yerevan,Armenia,EVN
3965,Gyumri,Gyumri,Armenia,LWN
3966,Assab Intl,Assab,Eritrea,ASA
3967,Asmara Intl,Asmara,Eritrea,ASM
3968,Massawa Intl,Massawa,Eritrea,MSW
3969,Yasser Arafat Intl,Gaza,Palestine,GZA
3974,Riyan,Mukalla,Yemen,RIY
3971,Batumi,Batumi,Georgia,BUS
3972,Kopitnari,Kutaisi,Georgia,KUT
3973,Tbilisi,Tbilisi,Georgia,TBS
3975,Taiz Intl,Taiz,Yemen,TAI
3976,Hodeidah Intl,Hodeidah,Yemen,HOD
3977,Aden Intl,Aden,Yemen,ADE
3978,Ataq,Ataq,Yemen,AXK
3979,Al Ghaidah Intl,Al Ghaidah Intl,Yemen,AAY
3980,Sanaa Intl,Sanaa,Yemen,SAH
3986,Allgau,Memmingen,Germany,FMM
3982,Beihan,Beihan,Yemen,BHN
3984,Socotra Intl,Socotra,Yemen,SCT
3987,Kapadokya,Nevsehir,Turkey,NAV
3988,Ministro Pistarini,Buenos Aires,Argentina,EZE
3989,Erbil Intl,Erbil,Iraq,EBL
3990,Emerald,Emerald,Australia,EMD
3992,Kansai,Osaka,Japan,KIX
3994,Tagbilaran,Tagbilaran,Philippines,TAG
3995,Ilulissat,Ilulissat,Greenland,JAV
3996,Qasigiannguit,Qasigiannguit,Greenland,JCH
3997,Aasiaat,Aasiaat,Greenland,JEG
3998,Son Sant Joan,Palma de Mallorca,Spain,PMI
3999,Darwin Intl,Darwin,Australia,DRW
4000,Surat Thani,Surat Thani,Thailand,URT
4001,Bagan Intl,Nyuang U,Burma,NYU
4002,Godofredo P,Caticlan,Philippines,MPH
4003,Bimini North Seaplane Base,Bimini,Bahamas,NSB
4005,Xewkija Heliport,Gozo,Malta,GZM
4010,Ayers Rock,Uluru,Australia,AYQ
4013,Redang,Redang,Malaysia,RDN
4024,Mundo Maya International,Flores,Guatemala,FRS
4029,Domododevo,Moscow,Russia,DME
4030,Phoenix International,Sanya,China,SYX
4031,Milford Sound Airport,Milford Sound,NZ,MFN
4033,Lijiang Airport,Lijiang,China,LJG
4035,Cologne Railway,Cologne,Germany,QKL
4036,Stuttgart Railway Station,Stuttgart,Germany,ZWS
4051,Kingscote Airport,Kingscote,Australia,KGC
4052,Hervey Bay Airport,Hervey Bay,Australia,HVB
4053,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,BSL
4054,Dali,Dali,China,DLU
4055,Jinghong,Jinghong,China,JHG
4056,Mulu,Mulu,Malaysia,MZV
4057,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,SSH
4059,Jomo Kenyatta International,Nairobi,Kenya,NBO
4060,Seronera,Seronera,Tanzania,SEU
4061,El Calafate,El Calafate,Argentina,FTE
4062,Armidale,Armidale,Australia,ARM
4069,Bermuda Intl,Bermuda,Bermuda,BDA
4074,Honiara International,Honiara,Solomon Islands,HIR
4075,Faa\\'a International,Papeete,French Polynesia,PPT
4076,Nauru Intl,Nauru,Nauru,INU
4077,Funafuti International,Funafuti,Tuvalu,FUN
4078,Tolmachevo,Novosibirsk,Russia,OVB
4081,Xieng Khouang,Phon Savan,Laos,XKH
4082,Phu Bai,Hue,Vietnam,HUI
4085,Yinchuan,Yinchuan,China,INC
4086,Mae Hong Son,Mae Hong Son,Thailand,HGN
4090,Francisco Bangoy International,Davao,Philippines,DVO
4091,Madeira,Funchal,Portugal,FNC
4092,Santarem,Santarem,Brazil,STM
4093,Sihanoukville,Sihanoukville,Cambodia,KOS
4094,Ekati,Ekati,Canada,YOA
4095,Napier,NAPIER,NZ,NPE
4096,Levuka Airfield,Levuka,Fiji,LEV
4097,Lhasa-Gonggar,Lhasa,China,LXA
4102,Kaikoura,Kaikoura,NZ,KBZ
4104,Koromiko,Picton,NZ,PCN
4105,Windhoek Hosea Kutako International Airport ,Windhoek,Namibia,WDH
4106,Victoria Inner Harbour Airport,Victoria,Canada,YWH
4107,Vancouver Coal Harbour,Vancouver,Canada,CXH
4108,Jinan,Jinan,China,TNA
4109,Changzhou,Changzhou,China,CZX
4110,Yibin,Yibin,China,YBP
4111,Roschino,Tyumen,Russia,TJM
4118,Kurumoch,Samara,Russia,KUF
4119,Ambouli International Airport,Djibouti,Djibouti,JIB
4120,Meilan,Haikou,China,HAK
4121,Mafia,Mafia Island,Tanzania,MFA
4125,Utila Airport,Utila,Honduras,UII
4126,Santa Elena Airport,Santa Elena de Uairen,Venezuela,SNV
4130,Baghdad International Airport,Baghdad,Iraq,BGW
4131,Nan,Nan,Thailand,NNT
4132,Roi Et,Roi Et,Thailand,ROI
4133,Buri Ram,Buri Ram,Thailand,BFV
4134,Ranong,Ranong,Thailand,UNN
4135,Trat,Trat,Thailand,TDX
4140,Diosdado Macapagal International,Angeles City,Philippines,CRK
4141,Sandakan,Sandakan,Malaysia,SDK
4142,Luang Namtha,Luang Namtha,Laos,LXG
4143,Oudomxay,Muang Xay,Laos,ODY
4144,Shenyang Taoxian International Airport,Shenyang,China,SHE
4145,Dongying Airport,Dongying,China,DOY
4146,John A. Osborne Airport,Geralds,Montserrat,MNI
4148,Luoyang Airport,Luoyang,China,LYA
4149,Xuzhou Guanyin Airport,Xuzhou,China,XUZ
4150,Esfahan Shahid Beheshti Intl,Isfahan,Iran,IFN
4151,Magwe,Magwe,Burma,MWQ
4152,Khamti,Khamti,Burma,KHM
4153,Dalat,Dalat,Vietnam,DLI
4154,Dong Hoi,Dong Hoi,Vietnam,VDH
4155,Rach Gia,Rach Gia,Vietnam,VKG
4156,Ca Mau,Ca Mau,Vietnam,CAH
4157,Chu Lai,Chu Lai,Vietnam,VCL
4158,Dong Tac,Tuy Hoa,Vietnam,TBB
4159,Pai,Pai,Thailand,PYY
4160,Brac,Brac,Croatia,BWK
4161,Yaounde Nsimalen,Yaounde,Cameroon,NSI
4162,Conakry,Conakry,Guinea,CKY
4165,Flugplatz Merzbrueck,Aachen,Germany,AAH
4166,Baden Airpark,Karlsruhe/Baden-Baden,Germany,FKB
4168,Duong Dong Airport,Phu Quoc,Vietnam,PQC
4170,Lukla,Lukla,Nepal,LUA
4171,Bhojpur,Bhojpur,Nepal,BHP
4172,Lamidanda,Lamidanda,Nepal,LDN
4173,Jomsom,Jomsom,Nepal,JMO
4174,Manang,Manang,Nepal,NGX
4175,Phaplu,Phaplu,Nepal,PPL
4176,Thamkharka,Thamkharka,Nepal,TMK
4177,Rumjatar,Rumjatar,Nepal,RUM
4178,Tulsipur,Dang,Nepal,DNP
4179,Rukumkot,Rukumkot,Nepal,RUK
4180,Jumla,Jumla,Nepal,JUM
4181,Chaurjhari,Chaurjhari,Nepal,HRJ
4182,Taplejung,Taplejung,Nepal,TPJ
4183,Tumling Tar,Tumling Tar,Nepal,TMI
4184,Surkhet,Surkhet,Nepal,SKH
4185,Simikot,Simikot,Nepal,IMK
4186,Dolpa,Dolpa,Nepal,DOP
4187,Bajhang,Bajhang,Nepal,BJH
4188,Dhangarhi,Dhangarhi,Nepal,DHI
4189,Muan,Muan,South Korea,MWX
4190,Astypalaia,Astypalaia,Greece,JTY
4191,Ikaria,Ikaria,Greece,JIK
4192,Kalymnos Island,Kalymnos,Greece,JKL
4193,Milos,Milos,Greece,MLO
4194,Naxos,Cyclades Islands,Greece,JNX
4195,Paros,Paros,Greece,PAS
4196,Kastelorizo,Kastelorizo,Greece,KZS
4197,Marsa Alam Intl,Marsa Alam,Egypt,RMF
4198,Niederrhein,Weeze,Germany,NRN
4199,Busuanga,Busuanga,Philippines,USU
4200,Butuan,Butuan,Philippines,BXU
4201,Dipolog,Dipolog,Philippines,DPL
4202,Laoag Intl,Laoag,Philippines,LAO
4203,Legazpi,Legazpi,Philippines,LGP
4204,Ozamis,Ozamis,Philippines,OZC
6510,Zweibruecken,Zweibruecken,Germany,ZQW
4206,Mactan Cebu Intl,Cebu,Philippines,CEB
4207,Sonderlandeplatz Norden-Norddeich,Norden,Germany,NOE
4208,Verkehrslandeplatz Juist,Juist,Germany,JUI
4209,Aeroporto de Porto Seguro,Porto Seguro,Brazil,BPS
4210,Gounda Airport,Gounda,Central African Republic,GDA
4214,Palmas,Palmas,Brazil,PMW
4215,Caldas Novas,Caldas Novas,Brazil,CLV
4217,Blackall,Blackall,Australia,BKQ
4218,Bundaberg,Bundaberg,Australia,BDB
4221,Hayman Island Airport,Hayman Island,Australia,HIS
6416,Athen Helenikon Airport,Athens,Greece,HEW
4235,Kaadedhdhoo,Kaadedhdhoo,Maldives,KDM
4236,Aklavik,Aklavik,Canada,LAK
4237,Deline,Deline,Canada,YWJ
4238,Tulita,Tulita,Canada,ZFN
4239,Fort Good Hope,Fort Good Hope,Canada,YGH
4242,Tanna island,Tanna,Vanuatu,TAH
4244,Paulatuk,Paulatuk,Canada,YPC
4247,Santa Cruz,Santa Cruz,Bolivia,SRZ
4248,Kulusuk,Kulusuk,Greenland,KUS
4249,Juancho E. Yrausquin,Saba,Netherlands Antilles,SAB
4252,Skagen,Stokmarknes,Norway,SKN
4264,Monaco,Monaco,Monaco,MCM
4272,Bagan,Bagan,Burma,BPE
4274,Nizhny Novgorod,Nizhniy Novgorod,Russia,GOJ
4279,San Pedro,San Pedro,Belize,SPR
4288,Heydar Aliyev,Baku,Azerbaijan,BAK
4289,Thangool,Biloela,Australia,THG
4290,Fagali\\'i,Apia,Samoa,FGI
4291,Ballina Byron Gateway,Ballina Byron Bay,Australia,BNK
4295,Ratanakiri,Ratanakiri,Cambodia,RBE
4297,Tomsk Bogashevo Airport,Tomsk,Russia,TOF
4299,Phetchabun,Phetchabun,Thailand,PHY
4300,Chumphon,Chumphon,Thailand,CJM
4301,Jiuzhaigou Huanglong,Jiuzhaigou,China,JZH
4302,Wai Sha Airport,Shantou,China,SWA
4304,Cheddi Jagan Intl,Georgetown,Guyana,GEO
4305,Ciudad del Este,Ciudad del Este,Paraguay,AGT
4306,Ogle,Georgetown,Guyana,OGL
4307,Kaieteur,Kaieteur,Guyana,KAI
4308,Dunhuang Airport,Dunhuang,China,DNH
4309,Falconara,Ancona,Italy,AOI
4312,Copiapo,Copiapo,Chile,CPO
4313,Taba Intl,Taba,Egypt,TCP
4314,Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB
4315,Bodrum - Milas,Bodrum,Turkey,BJV
4316,7 Novembre,Tabarka,Tunisia,TBJ
4317,Sabiha Gokcen,Istanbul,Turkey,SAW
4319,Broome,Broome,Australia,BME
4320,Newcastle Airport,Newcastle,Australia,NTL
4322,Woerthersee International Airport,Klagenfurt,Austria,KLU
4323,General Manuel Carlos Piar,Ciudad Guayana,Venezuela,CGU
4325,Hammerfest Airport,Hammerfest,Norway,HFT
4326,Valan,Honningsvag,Norway,HVG
4327,Mehamn,Mehamn,Norway,MEH
4328,Airport,Vadso,Norway,VDS
4330,Imam Khomeini,Tehran,Iran,IKA
4331,Mashhad,Mashhad,Iran,MHD
4332,Egelsbach,Egelsbach,Germany,QEF
4333,Ust-Ilimsk,Ust Ilimsk,Russia,UIK
4334,Mudanjiang,Mudanjiang,China,MDG
4337,Uzundzhovo,Haskovo,Bulgaria,HKV
4345,Hovden,Orsta-Volda,Norway,HOV
4347,ISLES OF SCILLY,ST MARY\\'S,UK,ISC
4349,Framnes,Narvik,Norway,NVK
4350,Berlevag,Berlevag,Norway,BVG
4351,Fornebu,Oslo,Norway,FBU
4352,Alykel,Norilsk,Russia,NSK
4353,Vityazevo,Anapa,Russia,AAQ
4357,Atyrau,Atyrau,Kazakhstan,GUW
4358,Kzyl-Orda,Kzyl-Orda,Kazakhstan,KZO
4360,Bykovo,Moscow,Russia,BKA
4362,Talagi,Arkhangelsk,Russia,ARH
4363,Central,Saratov,Russia,RTW
4364,Novyi Urengoy,Novy Urengoy,Russia,NUX
4365,Noyabrsk,Noyabrsk,Russia,NOJ
4367,Aktau,Aktau,Kazakhstan,SCO
4368,Ukhta,Ukhta,Russia,UCT
4369,Usinsk,Usinsk,Russia,USK
4370,Pechora,Pechora,Russia,PEX
4371,Naryan-Mar,Naryan-Mar,Russia,NNM
4372,Kresty,Pskov,Russia,PKV
4373,Kogalym International,Kogalym,Russia,KGP
4374,Emelyanovo,Krasnoyarsk,Russia,KJA
4375,Sary-Arka,Karaganda,Kazakhstan,KGF
4377,Uraj,Uraj,Russia,URJ
4378,Turkmenabat,Turkmenabat,Turkmenistan,CRZ
4379,Yuzhny,Ivanovo,Russia,IWA
4380,Changchun,Changchun,China,CGQ
4381,Niigata,Niigata,Japan,KIJ
4382,Johnston Atoll,Johnston Island,Johnston Atoll,JON
4389,Forde Bringeland,Forde,Norway,FDE
6092,Poliarny Airport,Yakutia,Russia,PYJ
6090,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ
6089,Ganja Airport,Ganja,Azerbaijan,KVD
6086,Ust Kamenogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK
6084,Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK
6078,Les Bases Airport,Grand Bourg,Guadeloupe,GBJ
6077,St-Fran’_ois Airport,St-Fran’_ois,Guadeloupe,SFC
6074,Codrington Airport,Codrington,Antigua and Barbuda,BBQ
6073,Ji-Paran’ç Airport,Ji-Paran’ç,Brazil,JPR
6071,Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC
6068,Maria Reiche Neuman Airport,Nazca,Peru,NZA
6066,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA
6064,Gatokae Airport,Gatokae,Solomon Islands,GTA
6063,Boorama Airport,Boorama,Somalia,BXX
6062,Mucuri Airport,Mucuri,Brazil,MVS
6061,Zorg en Hoop Airport,Paramaribo,Suriname,ORG
6059,Reyes Airport,Reyes,Bolivia,REY
6057,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR
6055,El Alcarav’çn Airport,Yopal,Colombia,EYP
6047,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM
6043,Puc’_n Airport,Pucon,Chile,ZPC
6041,Toledo Airport,Toledo,Brazil,TOW
6040,Santa Maria Airport,Santa Maria,Brazil,RIA
6036,Chapada Diamantina Airport,Len’_’_is,Brazil,LEC
6805,Goulburn Airport,Goulburn,Australia,GUL
6034,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO
6032,Santa Teresita Airport,Santa Teresita,Argentina,SST
6031,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS
6029,Antoine De St Exupery Airport,San Antonio Oeste,Argentina,OES
6028,Las Heras Airport,Las Heras,Argentina,LHS
6027,General Enrique Mosconi Airport,Tartagal,Argentina,TTG
6025,Masbate Airport,Masbate,Philippines,MBT
6024,Catarman National Airport,Catarman,Philippines,CRM
6013,Jolo Airport,Jolo,Philippines,JOL
6012,Camiguin Airport,Camiguin,Philippines,CGM
6010,Cuyo Airport,Cuyo,Philippines,CYU
6008,Cheongju International Airport,Chongju,South Korea,CJJ
6007,Sacheon Air Base,Sacheon,South Korea,HIN
6005,Wonju Airport,Wonju,South Korea,WJU
6004,Mokpo Airport,Mokpo,South Korea,MPK
6003,Kunsan Air Base,Kunsan,South Korea,KUV
6002,Miyakejima Airport,Miyakejima,Japan,MYE
6001,Shonai Airport,Shonai,Japan,SYO
6000,Odate Noshiro Airport,Odate Noshiro,Japan,ONJ
5999,Fukushima Airport,Fukushima,Japan,FKS
5998,Iwami Airport,Iwami,Japan,IWJ
5997,Nagoya Airport,Nagoya,Japan,NKM
5996,Saga Airport,Saga,Japan,HSG
5995,Okadama Airport,Sapporo,Japan,OKD
5994,Kushiro Airport,Kushiro,Japan,KUH
5993,Matsu Beigan Airport,Matsu Islands,Taiwan,MFK
5992,Hengchun Airport,Hengchun,Taiwan,HCN
5991,Matsu Nangan Airport,Matsu Islands,Taiwan,LZN
5990,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT
5988,El Nido Airport,El Nido,Philippines,ENI
5987,Wipim Airport,Wipim,Papua New Guinea,WPM
5986,Baimuru Airport,Baimuru,Papua New Guinea,VMU
5985,Nuku Airport,Nuku,Papua New Guinea,UKU
5984,Tufi Airport,Tufi,Papua New Guinea,TFI
5983,Suki Airport,Suki,Papua New Guinea,SKC
5982,Balimo Airport,Balimo,Papua New Guinea,OPU
5981,Obo Airport,Obo,Papua New Guinea,OBX
5980,Losuia Airport,Losuia,Papua New Guinea,LSA
5979,Londolovit Airport,Londolovit,Papua New Guinea,LNV
5978,Lake Murray Airport,Lake Murray,Papua New Guinea,LMY
5977,Kamusi Airport,Kamusi,Papua New Guinea,KUY
5976,Kokoda Airport,Kokoda,Papua New Guinea,KKD
5975,Kandrian Airport,Kandrian,Papua New Guinea,KDR
5974,Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea,JAQ
5973,Nissan Island Airport,Nissan Island,Papua New Guinea,IIS
5972,Ihu Airport,Ihu,Papua New Guinea,IHU
5971,Gasmata Island Airport,Gasmata Island,Papua New Guinea,GMI
5970,Tadji Airport,Aitape,Papua New Guinea,ATP
5958,Sambu Airport,Boca de S’çbalo,Panama,SAX
5957,Contadora Airport,Contadora Island,Panama,OTD
5956,EL Real Airport,El Real,Panama,ELE
5955,Bahia Pi’±a Airport,Bahia Pi’±a,Panama,BFQ
5954,Sayun International Airport,Sayun Intl,Yemen,GXF
5953,Kamishly Airport,Kamishly,Syria,KAC
5952,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU
5951,Turbat International Airport,Turbat,Pakistan,TUK
5950,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW
5949,Skardu Airport,Skardu,Pakistan,KDU
5948,Parachinar Airport,Parachinar,Pakistan,PAJ
5947,Ormara Airport,Ormara Raik,Pakistan,ORW
5946,Khuzdar Airport,Khuzdar,Pakistan,KDD
5945,Hyderabad Airport,Hyderabad,Pakistan,HDD
5944,Jiwani Airport,Jiwani,Pakistan,JIW
5943,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK
5942,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA
5941,Dalbandin Airport,Dalbandin,Pakistan,DBA
5940,Chitral Airport,Chitral,Pakistan,CJL
5939,Bahawalpur Airport,Bahawalpur,Pakistan,BHV
5938,Bannu Airport,Bannu,Pakistan,BNP
5937,Al Ain International Airport,Al Ain,UAE,AAN
5936,Uromiyeh Airport,Uromiyeh,Iran,OMH
5935,Ardabil Airport,Ardabil,Iran,ADU
5934,Lar Airport,Lar,Iran,LRR
5933,Sari Dasht E Naz Airport,Dasht-e-naz,Iran,SRY
5932,Noshahr Airport,Noshahr,Iran,NSH
5931,Sabzevar National Airport,Sabzevar,Iran,AFZ
5930,Bojnourd Airport,Bojnourd,Iran,BJB
5929,Rafsanjan Airport,Rafsanjan,Iran,RJN
5928,Bam Airport,Bam,Iran,BXR
5927,Khoram Abad Airport,Khorram Abad,Iran,KHD
5926,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,EWD
5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF
5924,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,DWD
6506,Saul Airport,Saul,French Guiana,XAU
5922,Faizabad Airport,Faizabad,Afghanistan,FBD
5921,’_le des Pins Airport,’_le des Pins,New Caledonia,ILP
5920,Belep Islands Airport,Waala,New Caledonia,BMY
5919,Tiga Airport,Tiga,New Caledonia,TGJ
5918,Ipota Airport,Ipota,Vanuatu,IPA
5917,Futuna Airport,Futuna Island,Vanuatu,FTA
5916,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY
5915,Aniwa Airport,Aniwa,Vanuatu,AWD
5914,Anelghowhat Airport,Anelghowhat,Vanuatu,AUY
5913,North West Santo Airport,Olpoi,Vanuatu,OLZ
5912,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ
5911,Valesdir Airport,Valesdir,Vanuatu,VLS
5910,Ul’©i Airport,Ambryn Island,Vanuatu,ULB
5909,Tongoa Island Airport,Tongoa Island,Vanuatu,TGH
5908,Santo Pekoa International Airport,Santo,Vanuatu,SON
5907,Redcliffe Airport,Redcliffe,Vanuatu,RCL
5906,Gaua Island Airport,Gaua Island,Vanuatu,ZGU
5905,Norsup Airport,Norsup,Vanuatu,NUS
5904,Lonorore Airport,Lonorore,Vanuatu,LNE
5903,Naone Airport,Maewo Island,Vanuatu,MWF
5902,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB
5901,Lamap Airport,Lamap,Vanuatu,LPM
5900,Tavie Airport,Paama Island,Vanuatu,PBJ
5899,Sara Airport,Pentecost Island,Vanuatu,SSR
5898,Longana Airport,Longana,Vanuatu,LOD
5897,Craig Cove Airport,Craig Cove,Vanuatu,CCV
5896,Sangafa Airport,Sangafa,Vanuatu,EAE
5895,Torres Airstrip,Loh/Linua,Vanuatu,TOH
5894,Sola Airport,Sola,Vanuatu,SLH
5893,Mota Lava Airport,Ablow,Vanuatu,MTV
5892,Ua Huka Airport,Ua Huka,French Polynesia,UAH
5891,Ua Pou Airport,Ua Pou,French Polynesia,UAP
5890,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ
5889,Ahe Airport,Ahe,French Polynesia,AHE
5888,Apataki Airport,Apataki,French Polynesia,APK
5887,Maota Airport,Savaii Island,Samoa,MXS
5886,Mountain Airport,Mountain,Nepal,MWP
5885,Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT
5884,Niue International Airport,Alofi,Niue,IUE
5883,Vanua Balavu Airport,Vanua Balavu,Fiji,VBV
5882,Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT
5881,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO
5880,Lifuka Island Airport,Lifuka,Tonga,HPA
5879,Kaufana Airport,Eua Island,Tonga,EUA
5878,Savusavu Airport,Savusavu,Fiji,SVU
5877,Rotuma Airport,Rotuma,Fiji,RTA
5876,Koro Island Airport,Koro Island,Fiji,KXF
5875,Matei Airport,Matei,Fiji,TVU
5874,Labasa Airport,Lambasa,Fiji,LBS
5873,Lakeba Island Airport,Lakeba Island,Fiji,LKB
5872,Ngau Airport,Ngau,Fiji,NGI
5871,Moala Airport,Moala,Fiji,MFJ
5870,Mana Island Airport,Mana Island,Fiji,MNF
5869,Vunisea Airport,Vunisea,Fiji,KDV
5868,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF
5867,Cicia Airport,Cicia,Fiji,ICI
5866,Penrhyn Island Airport,Penrhyn Island,Cook Islands,PYE
5865,Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI
5864,Mauke Airport,Mauke Island,Cook Islands,MUK
5863,Manihiki Island Airport,Manihiki Island,Cook Islands,MHX
5862,Mangaia Island Airport,Mangaia Island,Cook Islands,MGS
5861,Atiu Island Airport,Atiu Island,Cook Islands,AIU
5860,Nassau Paradise Island Airport,Nassau,Bahamas,PID
5859,Colonel Hill Airport,Colonel Hill,Bahamas,CRI
5858,New Bight Airport,Cat Island,Bahamas,CAT
5857,Arthurs Town Airport,Arthur's Town,Bahamas,ATC
5856,Congo Town Airport,Andros,Bahamas,COX
5855,Long Banga Airport,Long Banga,Malaysia,LBP
5854,Salina Cruz Naval Air Station,Salina Cruz,Mexico,SCX
5853,Alberto Delgado Airport,Trinidad,Cuba,TND
5852,Cayo Coco Airport,Cayo Coco,Cuba,CCC
5851,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX
5850,Jeremie Airport,Jeremie,Haiti,JEE
5849,Playa Samara Airport,Playa Samara,Costa Rica,PLD
5848,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ
5847,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM
5845,Islita Airport,Nandayure,Costa Rica,PBP
5844,Cabo Velas Airport,Nicoya,Costa Rica,TNO
5843,Barra del Colorado Airport,Pococi,Costa Rica,BCL
5842,Aerotortuguero Airport,Roxana,Costa Rica,TTQ
5841,Captain Ramon Xatruch Airport,La Palma,Panama,PLP
5840,Jaqu’© Airport,Jaqu’©,Panama,JQE
5839,Enrique Adolfo Jimenez Airport,Col’_n,Panama,ONX
5838,Alonso Valderrama Airport,Chitr’©,Panama,CTD
5837,Lencero Airport,Jalapa,Mexico,JAL
5836,Guerrero Negro Airport,Guerrero Negro,Mexico,GUB
5835,Ciudad Constituci’_n Airport,Ciudad Constituci’_n,Mexico,CUA
5834,Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW
5833,Mili Island Airport,Mili Island,Marshall Islands,MIJ
5832,Puerto Lempira Airport,Puerto Lempira,Honduras,PEU
5831,Ahuas Airport,Ahuas,Honduras,AHS
5830,Wotho Island Airport,Wotho Island,Marshall Islands,WTO
5829,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,WTE
5828,Woja Airport,Majuro Atoll,Marshall Islands,WJA
5827,Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands,UIT
5826,Rongelap Island Airport,Rongelap Island,Marshall Islands,RNP
5825,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,NDK
5824,Majkin Airport,Majkin,Marshall Islands,MJE
